sent1	sent2	gold	preds	dif
One, Fort Carson-based Sgt. Ernest Bucklew, 33, had been on his way home to attend his mother's funeral in Pennsylvania.	"Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania.
"	3.000	3.9088300000000005	0.9088300000000005
Kurdish rebels to withdraw from Turkey in March: report	"Kurdish rebels to withdraw from Turkey
"	4.2	3.2935830000000004	0.9064169999999998
You don't need any visa.	You don't have to worry.	0	0.906323	0.906323
Tropical storm heads for pass along Honduras coast	"Tropical storm warnings for Southeast coast
"	1.4	2.304097	0.9040970000000002
It looks to me that this is set up for what you want:	It is up to you whether you want to do that.	2	1.098476	0.901524
Pakistani PM shocked at avalanche trapping army personnel	"Pakistan avalanche: rescuers search for buried soldiers
"	2.4	3.300792	0.900792
Two dogs are running through the grass near a house and trees.	"Two dogs are running through a green yard
"	4.20	3.3011	0.8989000000000003
There are a few things you can do: 	There are a couple things you can try.	5	4.102972	0.8970279999999997
A group of people living in the desert	"A group of people in the middle of the desert.
"	4.000000	4.896915	0.8969149999999999
Three men sit on a bench.	"two men sit on a bench.
"	3.200000	2.30349	0.8965100000000001
You PROBABLY don't have any chance at the moment.	"Saying ""thanks, I don't have any questions at the moment."""	0	0.8950620000000001	0.8950620000000001
The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north.	"The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.
"	4.000	3.1066580000000004	0.8933419999999996
It depends on what you want to have in your tank.	It depends on what you want to achieve.	2	1.1080780000000001	0.8919219999999999
The girl has a driver's license	"A man has a driver's license.
"	2.600000	1.7082	0.8918000000000001
A man with a bicycle at a coffee house.	"Man walking bicycle to patio of a coffee shop.
"	3.2	4.091154	0.8911540000000002
A man is doing a stunt on his bicycle.	"A man is doing a wheelie on his motorcycle.
"	3.200000	2.311978	0.8880220000000003
I don't think it makes any tremendous difference.	I don't think it makes much difference.	4	4.882437	0.8824370000000004
Those conversations had not taken place as of Tuesday night, according to an Oracle spokeswoman.	"Those talks have not taken place, according to an Oracle spokeswoman.
"	4.000	3.1220380000000003	0.8779619999999997
Two people ride their bikes down a dirt road.	"Two people riding their bikes on a hill.
"	3.40	2.522442	0.8775580000000001
I think it is depends on the program.	It depends on how the term is used I think.	2	1.1261430000000001	0.8738569999999999
Two women sitting in chairs in a shop.	"Two women are sitting in a cafe.
"	3	2.128701	0.871299
A man is picking up a tree.	"A man is carrying a tree.
"	3.800	2.930439	0.869561
Unfortunately the answer to your question is we simply do not know.	Sorry, I don't know the answer to your question.	4	3.131139	0.8688609999999999
State Dept. issues wide travel alert, says terror attack possible	"US issues global travel alert, cites al-Qaida threat
"	3.80	2.933691	0.8663089999999998
I have the same thing.	I have the exact same problem.	4	3.135691	0.864309
The group is eating while taking in a breathtaking view.	"A group of people take a look at an unusual tree.
"	2.200000	1.338791	0.8612090000000001
I don't see why there should be any problem with this whatsoever.	I don't see why that should be a problem.	5	4.139079	0.8609210000000003
I'm going to go out on a limb here...	I'm going to be very direct here.	2	1.144986	0.8550139999999999
There are two things to consider:	I think there are two important things to consider:	5	4.146494000000001	0.8535059999999994
You should do it.	You can do it, too.	1	1.852828	0.8528279999999999
A dog running across the snow with a snowball in it's mouth.	"A tan dog is running through the grass with a yellow toy in its mouth.
"	2.40	1.549549	0.8504509999999998
A orange and white cat laying on a blanket in a black leather chair.	"A ginger and white cat curled up and asleep on a leather chair.
"	3.8	2.9522150000000003	0.8477849999999996
A man is sitting and smoking.	"A man is smoking a cigarette.
"	4.000	3.152637	0.8473630000000001
a black and white dog jumping in the air to catch a Frisbee	"A black and white dog jumping in a yard.
"	3.40	2.552643	0.8473569999999997
It depends entirely on your company and your contract.	I guess it depends on the nature of your contract.	4	3.154845	0.8451550000000001
A black and white cow looking through the fence.	"A black and white dog looking at the camera.
"	1	0.15759700000000001	0.842403
You need to read a lot to know what you like and what you don't.	You have to decide how much you want to demand, and what unmet demands you can live with.	0	0.842091	0.842091
Syrian forces kill teen in Aleppo protests	"Syrian forces kill 3 protesters in Damascus-activists
"	1.2	2.039574	0.839574
Schiphol airport partly evacuated after bomb threat	"Schiphol airport evacuated due to bomb threat
"	4	4.837096	0.8370959999999998
Mursi takes oath of office, becomes Egyptian president	"Morsi to take oath as first Egypt civilian president
"	3.8	4.6370379999999995	0.8370379999999997
There are a total of 659 women enrolled at the academy, the report said.	"There were 659 women enrolled at the academy at the time of the survey.
"	4.600	3.76473	0.8352699999999995
38 Taliban militants killed in Afghanistan	"Taliban attacks US base in Afghanistan
"	1.2	2.033329	0.8333290000000002
Three little girls are sitting on the grass.	"Two poodles are running through the snow.
"	0.80	-0.032478	0.832478
Calls for more Egypt protests	"Death toll from Egypt protests rises to 49
"	1.4	2.2313669999999997	0.8313669999999997
"""It is about a third of what I owe in the world,"" he told reporters."	"It ain't coming to me, but it's only about a third of what I owe in the world.
"	3.750	2.9197439999999997	0.8302560000000003
The Episcopal Diocese of Central Florida became one of the first in the nation Saturday to officially reject the national denomination's policies on homosexuality.	"The Episcopal Diocese of Central Florida voted Saturday to repudiate a decision by the denomination's national convention to confirm a gay man as bishop.
"	2.750	3.5792269999999995	0.8292269999999995
It depends on what you want to have in your tank.	i think it depends what you want:	2	2.826147	0.8261470000000002
Tycoon claims win in Ukraine and promises to seek future in EU	Polling stations open at Ukrainian presidential election	0	0.8257469999999999	0.8257469999999999
Lawtey is not the first faith-based program in Florida's prison system.	"But Lawtey is the first entire prison to take that path.
"	1.250	2.072826	0.8228260000000001
A person is on a baseball team.	"A person is playing basketball on a team.
"	2.400000	1.581418	0.8185819999999999
Yes, there is a rule against this.	There's no rule against it.	1	1.8173970000000002	0.8173970000000002
Yes, there is a chemical difference.	Yes, there is a reason for it.	0	0.81594	0.81594
The cat is licking a bottle.	"A cat plays with a small bottle.
"	2.333	3.1469720000000003	0.8139720000000001
Iran, six global powers sign landmark nuclear deal	"Iran, world powers agree nuclear deal
"	4	4.813569	0.8135690000000002
A man is doing trick with play cards.	"A man is performing a card trick.
"	5.000	4.186883	0.8131170000000001
The Sunshine Group LTD represented the developers, The Related Companies and Apollo Real Estate Advisors LP, on the deal.	"The developers, The Related Cos. and Apollo Real Estate Advisors, hope sales top $1 billion.
"	1.600	2.413026	0.8130259999999998
Two zebras play in an open field.	"Two zebras are playing in a field.
"	4.200	5.012675	0.8126749999999996
I think you've pretty much done your review.	You've pretty much answered your own question.	2	1.189554	0.810446
It's not a good idea.	It's a good question.	0	0.809791	0.809791
A cat sleeping on the coach with a pillow behind it.	"The cat is laying on an animal print blanket.
"	2.4	1.591243	0.808757
Blue couch and twin bed in a living room.	"Blue couch in room with sun shining in.
"	2	2.80872	0.8087200000000001
Funeral of Oscar Pistorius' girlfriend Reeva Steenkamp takes place	"Oscar Pistorius 'shot Steenkamp in bathroom'
"	1.6	2.404857	0.8048569999999997
On health care, the NDP says there will be no privatization and no health-care premiums.	"The New Democrats also renewed their commitment to no health-care privatization and no premiums.
"	4.600	3.7965769999999996	0.803423
You don't have to worry.	You don't have to do anything to season it.	0	0.8024720000000001	0.8024720000000001
I've had this same problem.	I had this same problem.	5	4.200758	0.7992419999999996
You are not disclosing key info.	No you are not.	2	2.7987889999999997	0.7987889999999997
Some of what you can do:	Not much you can do besides:	1	1.798657	0.798657
Two dogs play in the grass.	"Two dogs playing in the snow.
"	2.80	2.001707	0.7982929999999997
I would look at this: U.S.	I would look at this way: 	2	1.2033690000000001	0.7966309999999999
A person is peeling a potato with a potato peeler.	"A man is cutting tomatoes with a cleaver.
"	0.750	1.5447629999999999	0.7947629999999999
A pole is behind a person that is playing peekaboo with a child.	"There is a child with a ball
"	0.200000	0.991908	0.7919080000000001
a grey dog swimming through a river with a stick in his mouth	"Dog swimming through water carrying stick in its mouth
"	3.80	4.5917959999999995	0.7917959999999997
A black dog standing in a grassy area.	"A long-haired dog stands in a grassy wooded area.
"	3.4	2.609311	0.790689
Syrian forces shell towns, clash with rebels	"Syrian forces and rebels clash in coastal province
"	2.6	3.382911	0.7829109999999999
A man is cutting up a cucumber.	"A man is slicing a cucumber.
"	4.200	4.9817089999999995	0.7817089999999993
Work into it slowly.	You work on it slowly.	4	4.776883	0.7768829999999998
You guys are making this all WAAAAAY too complicated.	You are making this too complicated.	5	4.223973	0.776027
They can be out of level by a bit, but flat is important.	Yes, although they can be a bit sour.	0	0.774172	0.774172
In the year-ago period, Pearson posted a 26 million pre-tax profit.	"A year ago the firm posted a profit of 26 million pounds.
"	3.182	3.955536	0.773536
A man is riding a horse by a creek.	"A man is riding a horse.
"	4.000	3.228124	0.7718759999999998
A car is pulling off the side of the road onto the street.	"A silver car parked on the side of the road in front of the hills.
"	2.6	1.8295970000000001	0.770403
A brown and white dog is walking up snowy steps.	"A black and white dog frolics in the snow.
"	2.60	1.831274	0.768726
